productCode,productName,size,color,mainImage,additionalImages,detailHtml,tagHtml
"DKFTJP02","블루두두토들화섬배색점퍼 DKFTJP02_copy","2Y,3Y,4Y / 200g내외","블루 (상세페이지참조)","/home/moonsu/organic_scraper/images/DKFTJP02/main.jpg","/home/moonsu/organic_scraper/images/DKFTJP02/additional_1.jpg|/home/moonsu/organic_scraper/images/DKFTJP02/additional_2.jpg|/home/moonsu/organic_scraper/images/DKFTJP02/additional_3.jpg|/home/moonsu/organic_scraper/images/DKFTJP02/additional_4.jpg|/home/moonsu/organic_scraper/images/DKFTJP02/additional_5.jpg|/home/moonsu/organic_scraper/images/DKFTJP02/additional_6.jpg|/home/moonsu/organic_scraper/images/DKFTJP02/additional_7.jpg","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTJP02-1.jpg"" /></p>
 <p>
  <img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTJP02-1-1.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTJP02-2.jpg"" /></p>
 <p>
  <img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTJP02-2-1.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTJP02-3.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTJP02-4.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTJP02-5.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTJP02-6.jpg"" /></p>
	<p>
		<img alt=""안전인증"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTJP02-100.gif"" /></p>
	<p>
		<img alt=""사이즈"" src=""https://kkm2524.diskn.com/dududodo/dd_size.gif"" /></p>
	<p>
		<img alt=""주의사항"" src=""https://kkm2524.diskn.com/dududodo/laundry_dd.gif"" /></p>
	<p>
		<img alt=""기타"" src=""https://kkm2524.diskn.com/dududodo/bottom.jpg"" /></p>
</center>","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTJP02_t.jpg"" /></p>
</center>"
"DKFTJP03","하트체리토들화섬점퍼 DKFTJP03_copy","2Y,3Y,4Y / 200g내외","핑크 (상세페이지참조)","/home/moonsu/organic_scraper/images/DKFTJP03/main.jpg","/home/moonsu/organic_scraper/images/DKFTJP03/additional_1.jpg|/home/moonsu/organic_scraper/images/DKFTJP03/additional_2.jpg|/home/moonsu/organic_scraper/images/DKFTJP03/additional_3.jpg|/home/moonsu/organic_scraper/images/DKFTJP03/additional_4.jpg|/home/moonsu/organic_scraper/images/DKFTJP03/additional_5.jpg|/home/moonsu/organic_scraper/images/DKFTJP03/additional_6.jpg|/home/moonsu/organic_scraper/images/DKFTJP03/additional_7.jpg","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTJP03-1.jpg"" /></p>
<p>
  <img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTJP03-1-1.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTJP03-2.jpg"" /></p>
 <p>
  <img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTJP03-2-1.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTJP03-3.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTJP03-4.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTJP03-5.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTJP03-6.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTJP03-7.jpg"" /></p>
	<p>
		<img alt=""안전인증"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTJP03-100.gif"" /></p>
	<p>
		<img alt=""사이즈"" src=""https://kkm2524.diskn.com/dududodo/dd_size.gif"" /></p>
	<p>
		<img alt=""주의사항"" src=""https://kkm2524.diskn.com/dududodo/laundry_dd.gif"" /></p>
	<p>
		<img alt=""기타"" src=""https://kkm2524.diskn.com/dududodo/bottom.jpg"" /></p>
</center>","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTJP03_t.jpg"" /></p>
</center>"
"DKFTPT06","두두프렌치토들팬츠 DKFTPT06_copy","2Y,3Y,4Y / 200g내외","베이지(상세페이지참조)","/home/moonsu/organic_scraper/images/DKFTPT06/main.jpg","/home/moonsu/organic_scraper/images/DKFTPT06/additional_1.jpg|/home/moonsu/organic_scraper/images/DKFTPT06/additional_2.jpg|/home/moonsu/organic_scraper/images/DKFTPT06/additional_3.jpg|/home/moonsu/organic_scraper/images/DKFTPT06/additional_4.jpg|/home/moonsu/organic_scraper/images/DKFTPT06/additional_5.jpg|/home/moonsu/organic_scraper/images/DKFTPT06/additional_6.jpg|/home/moonsu/organic_scraper/images/DKFTPT06/additional_7.jpg","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTPT06-1.jpg"" /></p>
 <p>
  <img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTPT06-1-1.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTPT06-2.jpg"" /></p>
<p>
  <img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTPT06-2-1.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTPT06-3.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTPT06-4.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTPT06-5.jpg"" /></p>
	<p>
		<img alt=""안전인증"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTPT06-100.gif"" /></p>
	<p>
		<img alt=""사이즈"" src=""https://kkm2524.diskn.com/dududodo/dd_size.gif"" /></p>
	<p>
		<img alt=""주의사항"" src=""https://kkm2524.diskn.com/dududodo/laundry_dd.gif"" /></p>
	<p>
		<img alt=""기타"" src=""https://kkm2524.diskn.com/dududodo/bottom.jpg"" /></p>
</center>","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTPT06_t.jpg"" /></p>
</center>"
"DKFTPT07","두두토들데님팬츠 DKFTPT07_copy","2Y,3Y,4Y / 200g내외","블루(상세페이지참조)","/home/moonsu/organic_scraper/images/DKFTPT07/main.jpg","/home/moonsu/organic_scraper/images/DKFTPT07/additional_1.jpg|/home/moonsu/organic_scraper/images/DKFTPT07/additional_2.jpg|/home/moonsu/organic_scraper/images/DKFTPT07/additional_3.jpg|/home/moonsu/organic_scraper/images/DKFTPT07/additional_4.jpg|/home/moonsu/organic_scraper/images/DKFTPT07/additional_5.jpg","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTPT07-1.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTPT07-2.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTPT07-3.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTPT07-4.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTPT07-5.jpg"" /></p>
	<p>
		<img alt=""안전인증"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTPT07-100.gif"" /></p>
	<p>
		<img alt=""사이즈"" src=""https://kkm2524.diskn.com/dududodo/dd_size.gif"" /></p>
	<p>
		<img alt=""주의사항"" src=""https://kkm2524.diskn.com/dududodo/laundry_dd.gif"" /></p>
	<p>
		<img alt=""기타"" src=""https://kkm2524.diskn.com/dududodo/bottom.jpg"" /></p>
</center>","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTPT07_t.jpg"" /></p>
</center>"
"DKFTQE02","두두코듀토들점프수트 DKFTQE02_copy","2Y,3Y,4Y / 200g내외","노랑(상세페이지참조)","/home/moonsu/organic_scraper/images/DKFTQE02/main.jpg","/home/moonsu/organic_scraper/images/DKFTQE02/additional_1.jpg|/home/moonsu/organic_scraper/images/DKFTQE02/additional_2.jpg|/home/moonsu/organic_scraper/images/DKFTQE02/additional_3.jpg|/home/moonsu/organic_scraper/images/DKFTQE02/additional_4.jpg|/home/moonsu/organic_scraper/images/DKFTQE02/additional_5.jpg|/home/moonsu/organic_scraper/images/DKFTQE02/additional_6.jpg|/home/moonsu/organic_scraper/images/DKFTQE02/additional_7.jpg","<center>
	<p>	
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTQE02-1.jpg"" /></p>
	<p>	
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTQE02-1-1.jpg"" /></p>
	<p>	
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTQE02-2.jpg"" /></p>
	<p>	
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTQE02-2-1.jpg"" /></p>
	<p>	
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTQE02-3.jpg"" /></p>
	<p>	
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTQE02-4.jpg"" /></p>
	<p>	
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTQE02-5.jpg"" /></p>
	<p>	
		<img alt=""안전인증"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTQE02-100.gif"" /></p>
	<p>
		<img alt=""사이즈"" src=""https://kkm2524.diskn.com/dududodo/dd_size.gif"" /></p>
	<p>
		<img alt=""주의사항"" src=""https://kkm2524.diskn.com/dududodo/laundry_dd.gif"" /></p>
	<p>
		<img alt=""기타"" src=""https://kkm2524.diskn.com/dududodo/bottom.jpg"" /></p>
</center>","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTQE02_t.jpg"" /></p>
</center>"
"DKFTST01","샤랄라토들샤스커트 DKFTST01_copy","2Y,3Y,4Y / 200g내외","베이지(상세페이지참조)","/home/moonsu/organic_scraper/images/DKFTST01/main.jpg","/home/moonsu/organic_scraper/images/DKFTST01/additional_1.jpg|/home/moonsu/organic_scraper/images/DKFTST01/additional_2.jpg|/home/moonsu/organic_scraper/images/DKFTST01/additional_3.jpg|/home/moonsu/organic_scraper/images/DKFTST01/additional_4.jpg","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTST01-1.jpg"" /></p>
 <p>
  <img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTST01-1-1.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTST01-2.jpg"" /></p>
 <p>
  <img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTST01-2-1.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTST01-3.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTST01-4.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTST01-5.jpg"" /></p>
	<p>
		<img alt=""안전인증"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTST01-100.gif"" /></p>
	<p>
		<img alt=""사이즈"" src=""https://kkm2524.diskn.com/dududodo/dd_size.gif"" /></p>
	<p>
		<img alt=""주의사항"" src=""https://kkm2524.diskn.com/dududodo/laundry_dd.gif"" /></p>
	<p>
		<img alt=""기타"" src=""https://kkm2524.diskn.com/dududodo/bottom.jpg"" /></p>
</center>","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTST01_t.jpg"" /></p>
</center>"
"DKFTTS04","블럭도도토들긴소티 DKFTTS04_copy","2Y,3Y,4Y / 200g내외","핑크(상세페이지참조)","/home/moonsu/organic_scraper/images/DKFTTS04/main.jpg","/home/moonsu/organic_scraper/images/DKFTTS04/additional_1.jpg|/home/moonsu/organic_scraper/images/DKFTTS04/additional_2.jpg|/home/moonsu/organic_scraper/images/DKFTTS04/additional_3.jpg|/home/moonsu/organic_scraper/images/DKFTTS04/additional_4.jpg|/home/moonsu/organic_scraper/images/DKFTTS04/additional_5.jpg|/home/moonsu/organic_scraper/images/DKFTTS04/additional_6.jpg|/home/moonsu/organic_scraper/images/DKFTTS04/additional_7.jpg","<center>
	<p>	
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTTS04-1.jpg"" /></p>
 <p> 
  <img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTTS04-1-1.jpg"" /></p>
	<p>	
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTTS04-2.jpg"" /></p>
 <p> 
  <img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTTS04-2-1.jpg"" /></p>
	<p>	
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTTS04-3.jpg"" /></p>
	<p>	
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTTS04-4.jpg"" /></p>
	<p>	
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTTS04-5.jpg"" /></p>
	<p>	
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTTS04-6.jpg"" /></p>
	<p>	
		<img alt=""안전인증"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTTS04-100.gif"" /></p>
	<p>
		<img alt=""사이즈"" src=""https://kkm2524.diskn.com/dududodo/dd_size.gif"" /></p>
	<p>
		<img alt=""주의사항"" src=""https://kkm2524.diskn.com/dududodo/laundry_dd.gif"" /></p>
	<p>
		<img alt=""기타"" src=""https://kkm2524.diskn.com/dududodo/bottom.jpg"" /></p>
</center>","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTTS04_t.jpg"" /></p>
</center>"
"DKFTTS05","블럭두두토들긴소티 DKFTTS05_copy","2Y,3Y,4Y / 200g내외","블루(상세페이지참조)","/home/moonsu/organic_scraper/images/DKFTTS05/main.jpg","/home/moonsu/organic_scraper/images/DKFTTS05/additional_1.jpg|/home/moonsu/organic_scraper/images/DKFTTS05/additional_2.jpg|/home/moonsu/organic_scraper/images/DKFTTS05/additional_3.jpg|/home/moonsu/organic_scraper/images/DKFTTS05/additional_4.jpg|/home/moonsu/organic_scraper/images/DKFTTS05/additional_5.jpg|/home/moonsu/organic_scraper/images/DKFTTS05/additional_6.jpg|/home/moonsu/organic_scraper/images/DKFTTS05/additional_7.jpg","<center>
	<p>	
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTTS05-1.jpg"" /></p>
 <p> 
  <img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTTS05-1-1.jpg"" /></p>
	<p>	
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTTS05-2.jpg"" /></p>
 <p> 
  <img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTTS05-2-1.jpg"" /></p>
	<p>	
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTTS05-3.jpg"" /></p>
	<p>	
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTTS05-4.jpg"" /></p>
	<p>	
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTTS05-5.jpg"" /></p>
	<p>	
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTTS05-6.jpg"" /></p>
	<p>	
		<img alt=""안전인증"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTTS05-100.gif"" /></p>
	<p>
		<img alt=""사이즈"" src=""https://kkm2524.diskn.com/dududodo/dd_size.gif"" /></p>
	<p>
		<img alt=""주의사항"" src=""https://kkm2524.diskn.com/dududodo/laundry_dd.gif"" /></p>
	<p>
		<img alt=""기타"" src=""https://kkm2524.diskn.com/dududodo/bottom.jpg"" /></p>
</center>","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/F/DKFTTS05_t.jpg"" /></p>
</center>"
"DKS8HA01","스마일데이지리버시블버킷햇 DKS8HA01_copy","50,52,54(머리둘레cm) / 200g내외","핑크(상세페이지참조)","/home/moonsu/organic_scraper/images/DKS8HA01/main.jpg","/home/moonsu/organic_scraper/images/DKS8HA01/additional_1.jpg|/home/moonsu/organic_scraper/images/DKS8HA01/additional_2.jpg|/home/moonsu/organic_scraper/images/DKS8HA01/additional_3.jpg|/home/moonsu/organic_scraper/images/DKS8HA01/additional_4.jpg|/home/moonsu/organic_scraper/images/DKS8HA01/additional_5.jpg|/home/moonsu/organic_scraper/images/DKS8HA01/additional_6.jpg","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA01-1.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA01-2.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA01-3.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA01-4.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA01-5.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA01-6.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA01-7.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA01-8.jpg"" /></p>
	<p>
		<img alt=""셀링포인트"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA01-99.gif"" /></p>
	<p>
		<img alt=""안전인증"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA01-100.gif"" /></p>
	<p>
		<img alt=""사이즈"" src=""https://kkm2524.diskn.com/dududodo/ha_size.gif"" /></p>
	<p>
		<img alt=""주의사항"" src=""https://kkm2524.diskn.com/dududodo/laundry_dd.gif"" /></p>
	<p>
		<img alt=""기타"" src=""https://kkm2524.diskn.com/dududodo/bottom.jpg"" /></p>
</center>","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA01_t.jpg"" /></p>
</center>"
"DKS8HA02","마티리버시블버킷햇 DKS8HA02_copy","50,52,54(머리둘레cm) / 200g내외","아이보리(상세페이지참조)","/home/moonsu/organic_scraper/images/DKS8HA02/main.jpg","/home/moonsu/organic_scraper/images/DKS8HA02/additional_1.jpg|/home/moonsu/organic_scraper/images/DKS8HA02/additional_2.jpg|/home/moonsu/organic_scraper/images/DKS8HA02/additional_3.jpg|/home/moonsu/organic_scraper/images/DKS8HA02/additional_4.jpg|/home/moonsu/organic_scraper/images/DKS8HA02/additional_5.jpg|/home/moonsu/organic_scraper/images/DKS8HA02/additional_6.jpg|/home/moonsu/organic_scraper/images/DKS8HA02/additional_7.jpg","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA02-1.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA02-2.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA02-3.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA02-4.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA02-5.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA02-6.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA02-7.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA02-8.jpg"" /></p>
	<p>
		<img alt=""셀링포인트"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA02-99.gif"" /></p>
	<p>
		<img alt=""안전인증"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA02-100.gif"" /></p>
	<p>
		<img alt=""사이즈"" src=""https://kkm2524.diskn.com/dududodo/ha_size.gif"" /></p>
	<p>
		<img alt=""주의사항"" src=""https://kkm2524.diskn.com/dududodo/laundry_dd.gif"" /></p>
	<p>
		<img alt=""기타"" src=""https://kkm2524.diskn.com/dududodo/bottom.jpg"" /></p>
</center>","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA02_t.jpg"" /></p>
</center>"
"DKS8HA03","두두토들러모자 DKS8HA03_copy","50,52,54(머리둘레cm) / 200g내외","오렌지(상세페이지참조)","/home/moonsu/organic_scraper/images/DKS8HA03/main.jpg","/home/moonsu/organic_scraper/images/DKS8HA03/additional_1.jpg|/home/moonsu/organic_scraper/images/DKS8HA03/additional_2.jpg|/home/moonsu/organic_scraper/images/DKS8HA03/additional_3.jpg|/home/moonsu/organic_scraper/images/DKS8HA03/additional_4.jpg|/home/moonsu/organic_scraper/images/DKS8HA03/additional_5.jpg|/home/moonsu/organic_scraper/images/DKS8HA03/additional_6.jpg|/home/moonsu/organic_scraper/images/DKS8HA03/additional_7.jpg","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA03-1.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA03-2.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA03-3.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA03-4.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA03-5.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA03-6.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA03-7.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA03-8.jpg"" /></p>
	<p>
		<img alt=""셀링포인트"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA03-99.gif"" /></p>
	<p>
		<img alt=""안전인증"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA03-100.gif"" /></p>
	<p>
		<img alt=""사이즈"" src=""https://kkm2524.diskn.com/dududodo/ha_size.gif"" /></p>
	<p>
		<img alt=""주의사항"" src=""https://kkm2524.diskn.com/dududodo/laundry_dd.gif"" /></p>
	<p>
		<img alt=""기타"" src=""https://kkm2524.diskn.com/dududodo/bottom.jpg"" /></p>
</center>","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8HA03_t.jpg"" /></p>
</center>"
"DKS8SC01","도도튤립장말 DKS8SC01_copy","12,14,16(발길이cm)","크림(상세페이지참조)","/home/moonsu/organic_scraper/images/DKS8SC01/main.jpg","/home/moonsu/organic_scraper/images/DKS8SC01/additional_1.jpg|/home/moonsu/organic_scraper/images/DKS8SC01/additional_2.jpg|/home/moonsu/organic_scraper/images/DKS8SC01/additional_3.jpg|/home/moonsu/organic_scraper/images/DKS8SC01/additional_4.jpg|/home/moonsu/organic_scraper/images/DKS8SC01/additional_5.jpg|/home/moonsu/organic_scraper/images/DKS8SC01/additional_6.jpg|/home/moonsu/organic_scraper/images/DKS8SC01/additional_7.jpg|/home/moonsu/organic_scraper/images/DKS8SC01/additional_8.jpg","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC01-1.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC01-2.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC01-3.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC01-4.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC01-5.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC01-6.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC01-7.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC01-8.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC01-9.jpg"" /></p>
	<p>
		<img alt=""셀링포인트"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC01-99.gif"" /></p>
	<p>
		<img alt=""안전인증"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC01-100.gif"" /></p>
	<p>
		<img alt=""사이즈"" src=""https://kkm2524.diskn.com/dududodo/sc_size.gif"" /></p>
	<p>
		<img alt=""주의사항"" src=""https://kkm2524.diskn.com/dududodo/laundry_dd.gif"" /></p>
	<p>
		<img alt=""기타"" src=""https://kkm2524.diskn.com/dududodo/bottom.jpg"" /></p>
</center>","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC01_t.jpg"" /></p>
</center>"
